丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,磕戈(じ),畉肂(じ),禦秈(じ),芥(じ),瞷纕(眎),ㄏノ瞯,磕ㄩ(眎),畉肂(眎),禦秈(眎),芥(眎),ㄩ纕(眎),ㄏノ瞯,ㄩ緇肂(眎),畉肂(眎),ㄩ(眎),临ㄩ(眎),讽≧眎计,讽≧瞯,戈ㄩが╄(眎),瞷讽≧(眎),讽≧ゑ瞯,禦秈,芥,禦芥禬(じ),戈仓璸禦芥禬(じ),禦秈(じ),芥(じ),戈ゑㄒ,禦芥禬(じ),щ獺仓璸禦芥禬(じ),禦秈(じ),芥(じ),щ獺ゑㄒ,禦芥禬(じ),犁坝仓璸禦芥禬(じ),禦秈(じ),芥(じ),犁坝ゑㄒ,禦芥禬(じ),猭仓璸禦芥禬(じ),禦秈(じ),芥(じ),猭ゑㄒ,禦芥畉,禦秈,芥
2022/4/18,16958.66,16999.36,16845.51,16898.87,2316.6,2619.86,2692.32,-147.93,-108.11,-39.82,2634货,-8.81货,76.1货,82.4货,7722,N/A,29.4窾,-25,4.44窾,4.49窾,535,N/A,1669窾,12.2窾,30.7窾,18.4窾,149窾,32.07%,1.00窾,148窾,39.21%,908货,909货,-104货,25516货,517货,621货,N/A,25.1货,-952货,46.3货,21.2货,N/A,-43.9货,-5671货,81.9货,126货,N/A,-123货,18857货,645货,768货,N/A,-0.56%,10.88%,11.44%
2022/4/19,16926.34,17106.26,16926.34,16993.4,2301.03,2519.62,2687.82,-154.74,-117.44,-37.3,2634货,-4966窾,77.1货,75.6货,3909,N/A,32.6窾,3.14窾,2.09窾,5.27窾,364,N/A,1687窾,17.4窾,38.2窾,20.7窾,143窾,35.63%,6839,142窾,41.15%,946货,948货,21.3货,25538货,666货,645货,N/A,8.49货,-944货,30.5货,22.0货,N/A,7.15货,-5664货,86.3货,79.2货,N/A,36.9货,18894货,783货,746货,N/A,0.00%,11.50%,11.50%
2022/4/20,17057.13,17148.88,16983.55,17148.88,2968.13,2584.19,2716.39,-150.12,-123.98,-26.14,2644货,10.5货,94.3货,81.8货,7686,N/A,33.9窾,1.33窾,3.29窾,5.12窾,4952,N/A,1703窾,16.1窾,33.9窾,17.8窾,208窾,38.53%,8783,207窾,43.05%,1277货,1279货,30.0货,25568货,845货,815货,N/A,23.5货,-920货,102货,78.7货,N/A,-9.68货,-5674货,104货,114货,N/A,43.8货,18938货,1051货,1007货,N/A,0.53%,10.87%,10.34%
2022/4/21,17159.88,17213.66,17106.37,17127.95,2495.84,2564.72,2643.92,-141.88,-127.56,-14.32,2644货,708窾,93.0货,91.0货,6245,N/A,33.1窾,-7827,4.28窾,4.02窾,5145,N/A,1693窾,-10.2窾,22.8窾,33.0窾,151窾,33.85%,1.36窾,150窾,36.62%,913货,914货,34.3货,25602货,720货,686货,N/A,31.3货,-889货,86.6货,55.4货,N/A,-5.97货,-5680货,83.8货,89.7货,N/A,59.6货,18998货,891货,831货,N/A,0.95%,12.03%,11.09%
2022/4/22,17088.76,17088.76,16923.87,17025.09,2774.76,2571.27,2669.69,-144.04,-130.85,-13.19,2649货,4.58货,96.2货,89.8货,4989,N/A,34.5窾,1.43窾,3.36窾,4.86窾,627,N/A,1688窾,-4.40窾,36.9窾,41.3窾,175窾,35.10%,1.37窾,173窾,35.80%,992货,994货,-212货,25390货,723货,934货,N/A,16.3货,-872货,99.5货,83.2货,N/A,-27.7货,-5708货,83.6货,111货,N/A,-223货,18774货,906货,1129货,N/A,-0.20%,10.39%,10.59%
2022/4/25,16912.3,16912.3,16579.89,16620.9,3102.08,2728.37,2674.11,-170.59,-138.8,-31.79,2597货,-52.1货,92.0货,139货,5500,N/A,33.0窾,-1.53窾,7.11窾,5.61窾,357,N/A,1691窾,3.16窾,40.0窾,36.8窾,168窾,29.76%,1.29窾,167窾,32.78%,1017货,1017货,-422货,24968货,686货,1108货,N/A,5.05货,-867货,84.6货,79.6货,N/A,-71.5货,-5779货,97.4货,169货,N/A,-488货,18286货,868货,1357货,N/A,-2.69%,10.09%,12.78%
2022/4/26,16677.84,16729.47,16582.11,16644.79,2610.07,2790.18,2654.9,-192.1,-149.46,-42.64,2574货,-22.9货,74.4货,93.1货,1.12窾,N/A,34.5窾,1.52窾,3.76窾,5.32窾,306,N/A,1720窾,28.6窾,67.0窾,38.4窾,167窾,34.74%,1.15窾,166窾,38.33%,1000货,1001货,-144货,24824货,719货,863货,N/A,11.0货,-856货,84.2货,73.2货,N/A,-49.3货,-5828货,78.1货,127货,N/A,-182货,18104货,881货,1063货,N/A,-2.33%,9.58%,11.92%
2022/4/27,16427.32,16427.32,16219.41,16303.35,3067.5,2810.05,2697.12,-233.64,-166.3,-67.34,2528货,-45.6货,83.9货,123货,1.02窾,N/A,34.7窾,1530,6.60窾,6.83窾,836,N/A,1744窾,24.5窾,48.9窾,24.4窾,173窾,32.38%,1.32窾,171窾,38.03%,1164货,1169货,-211货,24613货,869货,1081货,N/A,12.5货,-844货,60.3货,47.8货,N/A,-45.9货,-5874货,113货,159货,N/A,-245货,17859货,1043货,1287货,N/A,-4.37%,9.65%,14.02%
2022/4/28,16350.72,16455.57,16256.88,16419.38,2624.71,2835.82,2700.27,-257.59,-184.56,-73.03,2530货,1.29货,76.1货,71.5货,7002,N/A,37.0窾,2.34窾,3.08窾,5.47窾,446,N/A,1759窾,14.5窾,42.8窾,28.3窾,160窾,37.43%,9640,159窾,41.32%,1083货,1086货,-158货,24454货,896货,1055货,N/A,6.86货,-837货,26.1货,19.2货,N/A,-4.67货,-5879货,96.1货,101货,N/A,-156货,17703货,1019货,1175货,N/A,-0.20%,10.10%,10.30%
2022/4/29,16599.84,16663.66,16521.94,16592.18,2604.03,2801.68,2686.47,-257.08,-199.06,-58.02,2518货,-11.8货,77.7货,87.0货,6063,N/A,37.8窾,7780,3.53窾,4.34窾,289,N/A,1750窾,-8.48窾,30.6窾,39.1窾,157窾,37.10%,1.13窾,156窾,40.64%,1058货,1059货,65.5货,24520货,881货,816货,N/A,10.5货,-827货,29.0货,18.5货,N/A,-15.2货,-5894货,91.4货,107货,N/A,60.8货,17763货,1001货,941货,N/A,-0.30%,10.77%,11.07%
2022/5/3,16593.21,16604.87,16465.99,16498.9,1808.3,2542.92,2635.64,-259.77,-211.2,-48.56,2518货,5993窾,56.9货,54.5货,3806,N/A,38.7窾,9323,2.76窾,3.72窾,207,N/A,1749窾,-1.73窾,31.1窾,32.8窾,102窾,33.55%,5171,101窾,38.79%,701货,702货,4.41货,24524货,628货,623货,N/A,16.1货,-811货,26.1货,10.00货,N/A,-14.0货,-5908货,60.3货,74.3货,N/A,6.48货,17770货,714货,707货,N/A,-0.27%,10.57%,10.84%
2022/5/4,16531.37,16617.06,16514.3,16565.83,1953.52,2411.61,2600.89,-255.03,-219.97,-35.06,2525货,6.50货,74.5货,66.6货,3861,N/A,38.9窾,1161,2.66窾,3.20窾,4275,N/A,1729窾,-19.4窾,33.3窾,52.7窾,104窾,34.14%,5211,103窾,40.61%,793货,794货,-6389窾,24524货,575货,576货,N/A,9.11货,-801货,31.8货,22.7货,N/A,-3.29货,-5911货,62.9货,66.2货,N/A,5.18货,17775货,670货,665货,N/A,-0.20%,11.38%,11.57%
2022/5/5,16689.98,16783.78,16650.81,16696.12,2578.36,2313.78,2561.92,-237.17,-223.41,-13.76,2531货,6.46货,103货,95.4货,3595,N/A,39.8窾,9478,3.14窾,4.14窾,511,N/A,1724窾,-5.03窾,32.0窾,37.0窾,131窾,33.34%,5365,130窾,40.96%,1055货,1057货,38.3货,24562货,767货,729货,N/A,34.9货,-766货,62.8货,27.9货,N/A,4.14货,-5907货,95.6货,91.5货,N/A,77.4货,17852货,926货,848货,N/A,1.10%,12.67%,11.57%
2022/5/6,16491.11,16491.11,16312.17,16408.2,2503.35,2289.51,2562.67,-244.55,-227.64,-16.92,2530货,-1.27货,79.7货,79.3货,7078,N/A,39.0窾,-7853,4.72窾,3.98窾,510,N/A,1708窾,-16.4窾,23.9窾,40.4窾,127窾,31.39%,6883,127窾,38.78%,970货,972货,-236货,24326货,705货,941货,N/A,1.86货,-765货,26.5货,24.7货,N/A,-46.6货,-5954货,81.1货,128货,N/A,-280货,17572货,813货,1093货,N/A,0.08%,9.98%,9.89%
2022/5/9,16345.84,16345.84,16048.92,16048.92,2477.71,2264.25,2532.96,-270.03,-236.12,-33.91,2501货,-28.9货,81.1货,107货,8957,N/A,39.2窾,2262,5.16窾,5.55窾,1650,N/A,1734窾,26.7窾,46.2窾,19.5窾,128窾,27.99%,4535,127窾,35.35%,876货,876货,-211货,24115货,595货,806货,N/A,4.74货,-760货,29.7货,24.9货,N/A,-59.2货,-6013货,68.8货,128货,N/A,-266货,17306货,693货,959货,N/A,-3.37%,9.19%,12.56%
2022/5/10,15891.4,16071.5,15734.44,16061.7,2614.93,2425.57,2484.25,-298.14,-248.52,-49.62,2487货,-14.3货,69.3货,79.9货,1.28窾,N/A,37.9窾,-1.36窾,6.72窾,6.00窾,6384,N/A,1736窾,1.61窾,35.6窾,34.0窾,148窾,31.85%,6446,147窾,40.17%,1048货,1052货,-16.1货,24099货,881货,897货,N/A,2.20货,-758货,29.9货,27.6货,N/A,10.6货,-6003货,122货,111货,N/A,-3.35货,17303货,1033货,1036货,N/A,-2.11%,8.94%,11.05%
2022/5/11,16053.75,16081.15,15953.27,16006.25,2107.67,2456.4,2434.01,-314.42,-261.7,-52.72,2484货,-3.14货,60.7货,62.2货,4805,N/A,38.9窾,1.00窾,4.31窾,5.40窾,889,N/A,1729窾,-6.99窾,38.2窾,45.2窾,123窾,33.97%,4459,122窾,41.03%,864货,865货,-150货,23949货,633货,782货,N/A,1.40货,-756货,24.0货,22.6货,N/A,-7.52货,-6010货,83.8货,91.3货,N/A,-156货,17147货,741货,896货,N/A,-1.73%,9.67%,11.40%
2022/5/12,15943.62,15943.62,15616.68,15616.68,2633.39,2467.41,2390.6,-348.59,-279.08,-69.51,2441货,-42.7货,69.5货,107货,1.31窾,N/A,41.0窾,2.12窾,5.34窾,7.71窾,2498,N/A,1719窾,-10.4窾,37.4窾,47.8窾,151窾,30.37%,9797,150窾,38.42%,1011货,1012货,-103货,23846货,717货,820货,N/A,2.45货,-754货,33.8货,31.3货,N/A,-60.0货,-6070货,80.8货,141货,N/A,-161货,16986货,832货,992货,N/A,-4.28%,8.83%,13.10%
2022/5/13,15687.15,15860.69,15687.15,15832.54,2281.91,2423.12,2356.32,-363.03,-295.87,-67.16,2438货,-2.99货,64.0货,64.8货,7114,N/A,40.6窾,-3755,5.53窾,5.60窾,4458,N/A,1710窾,-8.35窾,41.0窾,49.4窾,133窾,33.38%,4586,132窾,40.21%,917货,918货,29.4货,23875货,783货,754货,N/A,10.1货,-744货,41.6货,31.5货,N/A,31.9货,-6038货,119货,86.7货,N/A,71.4货,17058货,944货,872货,N/A,0.40%,9.94%,9.54%
2022/5/16,15943.69,16032.85,15847.46,15901.04,2431.92,2413.96,2339.11,-360.84,-308.86,-51.97,2423货,-15.4货,70.5货,83.1货,9472,N/A,42.2窾,1.59窾,4.87窾,6.54窾,759,N/A,1727窾,16.2窾,41.5窾,25.3窾,143窾,34.74%,4895,143窾,41.99%,1021货,1022货,-17.1货,23858货,708货,726货,N/A,10.7货,-733货,41.7货,31.0货,N/A,-8.66货,-6047货,110货,119货,N/A,-15.1货,17043货,860货,876货,N/A,-0.96%,9.62%,10.58%
2022/5/17,15915.93,16085.85,15915.93,16056.09,2100.66,2311.11,2368.34,-346.4,-316.37,-30.03,2416货,-6.79货,59.2货,63.6货,7156,N/A,44.6窾,2.34窾,4.91窾,7.83窾,5801,N/A,1737窾,10.1窾,41.1窾,31.0窾,112窾,31.40%,3406,111窾,39.05%,820货,821货,-8.58货,23850货,682货,690货,N/A,-3.36货,-736货,23.0货,26.4货,N/A,14.3货,-6033货,100货,86.1货,N/A,2.35货,17045货,805货,803货,N/A,-0.13%,9.97%,10.10%
2022/5/18,16174.78,16316.58,16172.8,16296.86,2383.62,2366.3,2411.35,-311.82,-315.46,3.64,2408货,-7.57货,69.2货,74.7货,4739,N/A,47.0窾,2.45窾,3.37窾,5.89窾,740,N/A,1736窾,-7741,42.3窾,43.1窾,130窾,31.16%,4302,130窾,37.03%,882货,883货,112货,23962货,899货,787货,N/A,10.9货,-725货,36.3货,25.4货,N/A,-30.2货,-6063货,82.4货,113货,N/A,92.6货,17138货,1018货,925货,N/A,-0.45%,9.69%,10.14%
2022/5/19,16111.49,16111.49,15892.73,16020.32,2393.87,2318.39,2392.9,-301.87,-312.74,10.87,2413货,4.82货,69.1货,62.5货,4328,N/A,45.5窾,-1.48窾,6.84窾,5.46窾,1013,N/A,1701窾,-34.9窾,31.1窾,66.0窾,150窾,36.25%,7535,149窾,41.42%,990货,993货,-136货,23825货,753货,889货,N/A,-9.75货,-735货,22.1货,31.8货,N/A,-26.7货,-6089货,74.9货,102货,N/A,-173货,16965货,850货,1023货,N/A,1.97%,11.73%,9.76%
2022/5/20,16061.92,16181.66,16058.2,16144.85,2015.52,2265.12,2344.12,-280.98,-306.39,25.41,2418货,4.78货,65.4货,58.8货,6209,N/A,46.2窾,7038,3.29窾,4.31窾,3188,N/A,1715窾,14.0窾,50.0窾,36.0窾,123窾,35.58%,7289,123窾,40.97%,825货,826货,71.9货,23897货,698货,626货,N/A,16.7货,-719货,29.3货,12.6货,N/A,2.35货,-6087货,74.8货,72.4货,N/A,91.0货,17056货,802货,711货,N/A,-0.49%,10.10%,10.59%
2022/5/23,16193.92,16249.45,16125.45,16156.41,2360.72,2250.88,2332.42,-258.25,-296.76,38.51,2425货,6.86货,84.1货,74.9货,1.65窾,N/A,44.8窾,-1.49窾,4.85窾,4.44窾,1.07窾,N/A,1704窾,-10.8窾,28.9窾,39.7窾,148窾,38.40%,5955,147窾,43.58%,1028货,1030货,20.3货,23917货,664货,643货,N/A,26.6货,-692货,61.3货,34.7货,N/A,-7.34货,-6094货,71.0货,78.4货,N/A,39.5货,17096货,796货,756货,N/A,0.01%,11.91%,11.90%
2022/5/24,16166.57,16219.8,15963.63,15963.63,2114.91,2253.73,2282.42,-249.01,-287.21,38.2,2423货,-2.11货,68.0货,68.6货,5022,N/A,45.7窾,9500,3.26窾,4.44窾,2298,N/A,1710窾,5.55窾,30.1窾,24.5窾,127窾,35.81%,6184,126窾,41.04%,868货,868货,-78.3货,23839货,588货,667货,N/A,17.7货,-674货,48.6货,30.9货,N/A,-31.9货,-6126货,60.4货,92.3货,N/A,-92.5货,17003货,697货,790货,N/A,0.18%,10.24%,10.06%
2022/5/25,15987.74,16169.18,15980.9,16104.03,2153,2207.6,2286.95,-233.99,-276.57,42.57,2430货,7.20货,63.6货,55.3货,3845,N/A,46.8窾,1.06窾,3.35窾,4.70窾,2927,N/A,1728窾,18.0窾,37.7窾,19.7窾,126窾,34.90%,7020,126窾,41.35%,889货,891货,50.6货,23890货,724货,673货,N/A,-2.73货,-677货,51.2货,53.9货,N/A,34.7货,-6092货,104货,69.6货,N/A,82.5货,17086货,879货,797货,N/A,1.52%,10.56%,9.04%
2022/5/26,16128.21,16179.01,15949.61,15968.83,2253.08,2179.45,2248.92,-225.38,-266.33,40.95,2434货,3.65货,67.6货,62.3货,4860,N/A,46.9窾,1041,3.24窾,3.71窾,3620,N/A,1736窾,7.90窾,49.3窾,41.4窾,137窾,37.95%,1.23窾,136窾,41.00%,924货,924货,-119货,23771货,645货,763货,N/A,-14.5货,-691货,52.6货,67.1货,N/A,-13.7货,-6105货,78.1货,91.8货,N/A,-147货,16939货,775货,922货,N/A,1.13%,10.64%,9.51%
2022/5/27,16075.91,16266.22,16075.91,16266.22,2226.51,2221.65,2243.38,-199.95,-253.05,53.1,2427货,-6.98货,65.5货,70.7货,5998,N/A,47.7窾,7838,2.78窾,3.63窾,658,N/A,1739窾,3.21窾,31.0窾,27.8窾,125窾,34.38%,8055,124窾,39.35%,876货,877货,203货,23975货,803货,599货,N/A,1392窾,-691货,47.6货,47.4货,N/A,32.9货,-6072货,101货,68.6货,N/A,236货,17175货,952货,715货,N/A,0.01%,10.23%,10.22%
2022/5/30,16368.93,16610.62,16368.93,16610.62,2594.82,2268.46,2259.67,-151.3,-232.7,81.41,2412货,-14.1货,82.8货,95.5货,5136,N/A,48.3窾,6187,3.37窾,4.00窾,168,N/A,1728窾,-10.6窾,21.8窾,32.4窾,130窾,31.59%,7827,129窾,36.72%,952货,954货,276货,24250货,953货,677货,N/A,30.8货,-661货,65.5货,34.7货,N/A,33.4货,-6039货,115货,81.4货,N/A,340货,17515货,1133货,793货,N/A,-0.64%,10.43%,11.07%
2022/5/31,16561.68,16807.77,16493.07,16807.77,4003.57,2646.19,2449.96,-97.18,-205.6,108.42,2406货,-6.58货,73.1货,78.6货,3056,N/A,49.5窾,1.23窾,2.50窾,3.88窾,1418,N/A,1725窾,-3.10窾,23.7窾,26.8窾,164窾,26.68%,6322,164窾,29.90%,1196货,1199货,233货,24483货,2410货,2177货,N/A,13.7货,-647货,62.4货,48.8货,N/A,-10.2货,-6049货,90.0货,100货,N/A,236货,17751货,2562货,2326货,N/A,-0.63%,5.50%,6.13%
2022/6/1,16718.91,16811.04,16649.91,16675.09,2585.67,2732.73,2470.17,-55.78,-175.63,119.86,2419货,12.8货,95.1货,80.4货,4665,N/A,48.7窾,-8101,3.12窾,2.51窾,2011,N/A,1678窾,-47.5窾,35.2窾,82.7窾,126窾,34.70%,6187,125窾,39.82%,1029货,1031货,-101货,24382货,726货,827货,N/A,7.44货,-639货,39.2货,31.7货,N/A,-8.19货,-6057货,82.7货,90.9货,N/A,-102货,17650货,848货,950货,N/A,2.04%,11.96%,9.92%
2022/6/2,16605.46,16617.26,16540.55,16552.57,2188.21,2719.75,2449.6,-33.63,-147.23,113.6,2428货,9.73货,79.3货,67.6货,6442,N/A,48.2窾,-5121,2.72窾,2.75窾,5482,N/A,1656窾,-21.6窾,51.7窾,73.4窾,112窾,36.52%,6453,112窾,41.68%,911货,912货,-85.0货,24297货,612货,697货,N/A,-15.7货,-655货,35.5货,51.2货,N/A,-3.72货,-6061货,70.9货,74.6货,N/A,-104货,17545货,718货,823货,N/A,0.43%,12.09%,11.66%
2022/6/6,16570.89,16654.12,16509.01,16605.96,2167.68,2707.99,2464.82,-13.66,-120.52,106.86,2430货,1.19货,72.6货,69.8货,4034,N/A,49.3窾,1.12窾,2.93窾,4.28窾,2281,N/A,1662窾,5.93窾,34.5窾,28.5窾,117窾,33.43%,8628,116窾,39.38%,853货,854货,-18.8货,24278货,717货,736货,N/A,11.3货,-644货,36.6货,25.3货,N/A,18.6货,-6042货,102货,83.8货,N/A,11.1货,17556货,856货,845货,N/A,-0.76%,10.88%,11.63%
2022/6/7,16593.75,16593.75,16465.87,16512.88,1917.43,2572.51,2420.49,-3.64,-97.14,93.5,2433货,2.96货,66.9货,62.5货,4092,N/A,49.8窾,4794,2.97窾,4.01窾,5616,N/A,1675窾,13.4窾,41.7窾,28.3窾,91.9窾,30.84%,1.25窾,90.7窾,36.77%,705货,706货,-159货,24119货,589货,748货,N/A,16.6货,-627货,38.4货,21.9货,N/A,20.5货,-6022货,91.0货,70.6货,N/A,-122货,17434货,718货,840货,N/A,-0.11%,11.64%,11.75%
2022/6/8,16538.67,16702.99,16538.67,16670.51,2116.97,2195.19,2420.69,14.17,-74.88,89.05,2428货,-5.07货,76.1货,79.9货,4025,N/A,50.3窾,4918,2.58窾,3.25窾,1855,N/A,1679窾,4.04窾,39.8窾,35.7窾,97.5窾,32.48%,8406,96.7窾,38.54%,815货,816货,44.0货,24163货,637货,593货,N/A,6.29货,-621货,36.7货,30.4货,N/A,36.3货,-5986货,109货,72.6货,N/A,86.6货,17521货,783货,696货,N/A,2.22%,13.76%,11.54%
2022/6/9,16643.95,16643.95,16557.54,16621.34,1972.35,2072.53,2402.63,25.2,-54.86,80.07,2427货,-3982窾,70.8货,70.1货,3607,N/A,51.0窾,7676,3.08窾,4.13窾,2816,N/A,1674窾,-4.79窾,35.6窾,40.4窾,89.1窾,31.87%,7695,88.4窾,36.30%,716货,717货,-94.8货,24068货,537货,632货,N/A,-1.57货,-622货,34.2货,35.8货,N/A,8.74货,-5977货,86.2货,77.5货,N/A,-87.7货,17433货,657货,745货,N/A,-0.79%,10.81%,11.60%
2022/6/10,16581.81,16581.81,16403.33,16460.12,1891.62,2013.21,2366.48,22.81,-39.33,62.14,2422货,-5.17货,63.7货,66.8货,4738,N/A,50.7窾,-3373,3.92窾,3.81窾,2271,N/A,1670窾,-4.98窾,24.8窾,29.8窾,91.7窾,31.90%,9929,90.7窾,37.44%,708货,709货,-186货,23883货,450货,636货,N/A,-9.96货,-632货,27.2货,37.2货,N/A,11.7货,-5965货,85.0货,73.3货,N/A,-184货,17249货,563货,746货,N/A,1.40%,13.02%,11.62%
2022/6/13,16295.07,16295.07,16055.89,16070.98,2347,2049.07,2378.53,-7.49,-32.96,25.47,2416货,-6.41货,74.5货,77.9货,7150,N/A,49.7窾,-1.03窾,5.55窾,4.96窾,4364,N/A,1687窾,17.9窾,41.8窾,23.9窾,114窾,28.55%,5945,113窾,32.90%,772货,773货,-480货,23402货,480货,960货,N/A,6.21货,-626货,28.9货,22.7货,N/A,-30.2货,-5995货,93.7货,124货,N/A,-504货,16745货,602货,1107货,N/A,-0.62%,9.63%,10.25%
2022/6/14,15975.17,16067.8,15869.06,16047.37,2298.98,2125.38,2348.95,-40.34,-34.44,-5.91,2416货,1742窾,69.3货,67.0货,5213,N/A,48.6窾,-1.12窾,5.91窾,5.03窾,2377,N/A,1696窾,8.69窾,45.0窾,36.4窾,137窾,34.53%,8299,137窾,39.34%,903货,905货,-237货,23165货,602货,839货,N/A,-18.8货,-645货,26.1货,44.9货,N/A,17.9货,-5977货,111货,93.4货,N/A,-238货,16507货,739货,977货,N/A,-0.60%,10.36%,10.95%
2022/6/15,16025.84,16106.75,15981.56,15999.25,2278.28,2157.65,2176.42,-64.52,-40.45,-24.07,2405货,-10.9货,62.6货,71.8货,4367,N/A,50.3窾,1.76窾,3.31窾,5.28窾,2077,N/A,1695窾,-1.15窾,37.1窾,38.2窾,121窾,32.82%,7342,120窾,36.84%,839货,840货,-193货,22972货,693货,887货,N/A,-2.76货,-648货,26.9货,29.7货,N/A,62.8货,-5915货,159货,96.2货,N/A,-133货,16374货,879货,1012货,N/A,-1.91%,8.76%,10.67%
2022/6/16,16098.29,16209.25,15838.29,15838.61,2787.65,2320.71,2196.62,-89.95,-50.35,-39.6,2355货,-49.5货,79.4货,125货,4715,N/A,52.0窾,1.67窾,4.30窾,6.86窾,8904,N/A,1700窾,4.73窾,39.2窾,34.5窾,153窾,34.38%,7895,152窾,39.07%,1090货,1088货,9.26货,22981货,831货,821货,N/A,5.04货,-643货,47.6货,42.5货,N/A,-45.9货,-5961货,87.3货,133货,N/A,-31.6货,16342货,965货,997货,N/A,-2.39%,10.10%,12.49%
2022/6/17,15794.16,15794.16,15573.38,15641.26,3153.16,2573.01,2293.11,-130.28,-66.34,-63.94,2317货,-38.4货,70.2货,102货,1.01窾,N/A,50.4窾,-1.54窾,8.24窾,7.50窾,8084,N/A,1706窾,6.11窾,37.0窾,30.9窾,161窾,29.12%,7773,160窾,34.07%,1073货,1076货,-177货,22804货,1111货,1287货,N/A,-34.0货,-677货,139货,173货,N/A,-30.1货,-5991货,111货,141货,N/A,-241货,16101货,1360货,1601货,N/A,-2.51%,7.97%,10.49%
2022/6/20,15649.2,15667.68,15367.58,15367.58,2698.21,2643.26,2346.17,-177.94,-88.66,-89.28,2227货,-90.0货,75.0货,153货,1.02窾,N/A,49.4窾,-1.07窾,7.39窾,6.52窾,1942,N/A,1715窾,9.44窾,44.5窾,35.0窾,149窾,28.40%,7358,149窾,35.94%,969货,970货,-81.3货,22723货,697货,778货,N/A,4.28货,-672货,112货,107货,N/A,-24.8货,-6015货,113货,138货,N/A,-102货,16000货,922货,1024货,N/A,-4.09%,9.18%,13.27%
