時間,開盤價,最高價,最低價,收盤價,成交量,MA5,MA10,DIF12-26,MACD9,OSC,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,融券(張),差額(張),買進(張),賣出(張),券償(張),使用率,借券餘額(張),差額(張),借券(張),還券(張),當沖張數,當沖率,資券互抵(張),現股當沖(張),當沖比率,買進,賣出,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超,投信持股,買進,賣出,投信持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,買賣超(張),法人持股(張),買進(張),賣出(張),法人持股比例,買賣差值,買進,賣出
2021/2/22,660,662,650,650,39512,63723,67369,22.94,23.27,-0.33,32060,-418,1168,1575,11,0.49%,790,-3,36,33,0,0.01%,424757,4953,5824,871,6628,16.77%,5,6623,16.79%,43.5億,43.5億,-2676,19635882,19578,22254,75.72%,153,209217,277,124,0.81%,-279,138924,692,971,0.54%,-2802,19984023,20547,23349,77.06%,-1.23%,3.66%,4.89%
2021/2/23,641,643,633,641,52868,62826,62968,21.36,22.89,-1.53,32687,627,1839,1180,32,0.50%,748,-42,63,31,10,0.01%,419066,-5691,759,6450,7915,14.97%,8,7907,14.95%,50.4億,50.5億,-7612,19627649,21862,29474,75.69%,262,209479,405,143,0.81%,-1244,137681,1386,2630,0.53%,-8594,19974809,23653,32247,77.03%,1.54%,4.23%,2.69%
2021/2/24,627,636,625,625,80011,55713,63953,18.94,22.1,-3.16,32392,-295,2052,2298,49,0.50%,722,-26,56,30,0,0.01%,413610,-5456,5071,10527,12688,15.86%,6,12682,15.87%,79.9億,79.9億,-16155,19611362,36481,52636,75.63%,-344,209135,206,550,0.81%,-1632,136049,845,2477,0.52%,-18131,19956546,37532,55663,76.96%,-0.33%,3.13%,3.46%
2021/2/25,636,636,628,635,45279,53864,60408,17.28,21.14,-3.86,32126,-266,1128,1348,46,0.50%,758,36,28,65,1,0.01%,418328,4718,6263,1545,7493,16.55%,14,7479,16.52%,47.3億,47.3億,2011,19612438,26221,24210,75.63%,263,209398,268,5,0.81%,-915,135134,255,1170,0.52%,1359,19956970,26744,25385,76.96%,-0.68%,3.06%,3.74%
2021/2/26,611,618,606,606,137933,71121,68225,13.83,19.68,-5.84,35217,3091,4383,1119,173,0.54%,690,-68,164,96,0,0.01%,420324,1996,6078,4082,23150,16.78%,16,23134,16.81%,141億,142億,-63751,19545227,49747,113497,75.37%,1559,210957,1780,221,0.81%,-544,134590,1883,2427,0.52%,-62736,19890774,53410,116145,76.70%,2.90%,3.96%,1.06%
2021/3/2,621,622,609,609,57793,74777,69250,11.23,17.99,-6.75,34840,-377,1473,1748,102,0.54%,707,17,55,76,4,0.01%,412801,-7523,9350,16873,10129,17.53%,12,10117,17.51%,62.3億,62.2億,-2478,19542649,32160,34638,75.36%,352,211309,453,101,0.81%,-672,133918,553,1225,0.52%,-2798,19887876,33166,35964,76.69%,-0.62%,3.21%,3.83%
2021/3/3,609,622,601,622,61171,76437,69632,9.43,16.28,-6.85,35436,596,1776,1145,35,0.55%,661,-46,108,62,0,0.01%,412008,-793,2703,3496,10411,17.02%,10,10401,16.94%,63.4億,63.8億,-3661,19538525,35189,38850,75.34%,427,211736,650,223,0.82%,3878,137797,4217,338,0.53%,644,19888058,40055,39411,76.69%,1.33%,3.71%,2.38%
2021/3/4,609,611,601,601,75508,75537,65625,6.85,14.39,-7.54,36603,1167,2857,1662,28,0.56%,519,-142,158,17,1,0.01%,411731,-277,4203,4480,13593,18.00%,13,13580,18.01%,82.2億,82.3億,-34899,19502435,20226,55126,75.21%,526,212262,680,154,0.82%,106,137903,2009,1903,0.53%,-34267,19852600,22915,57182,76.56%,2.16%,4.87%,2.71%
2021/3/5,588,605,584,601,85580,83597,68731,4.29,12.37,-8.08,37639,1036,2563,1488,39,0.58%,578,59,86,145,0,0.01%,412753,1022,3081,2059,21426,25.04%,48,21378,24.97%,127億,128億,-22313,19479180,27323,49636,75.12%,1191,213453,1196,5,0.82%,-246,137657,1867,2113,0.53%,-21368,19830290,30386,51754,76.47%,1.58%,4.13%,2.55%
2021/3/8,608,610,598,598,47677,65546,68333,2.5,10.4,-7.9,37322,-317,1363,1596,84,0.58%,491,-87,114,27,0,0.01%,413773,1020,10152,9132,10376,21.76%,7,10369,21.78%,62.7億,62.5億,-10461,19468735,19225,29685,75.08%,201,213654,253,52,0.82%,-19,137638,1284,1303,0.53%,-10279,19820027,20762,31040,76.43%,-0.39%,3.96%,4.35%
2021/3/9,585,595,585,595,74471,68881,71829,0.39,8.39,-8.01,38775,1453,2801,1319,29,0.60%,340,-151,165,20,6,0.01%,404479,-9294,2107,11401,18596,24.97%,28,18568,24.93%,109億,110億,-19386,19446991,26677,46063,74.99%,866,214520,1019,153,0.83%,1574,139212,2891,1317,0.54%,-16946,19800723,30587,47533,76.35%,2.91%,5.31%,2.40%
2021/3/10,601,601,593,597,41735,64994,70716,-0.91,6.53,-7.45,38163,-612,919,1500,31,0.59%,283,-57,52,11,16,0.00%,397236,-7243,3594,10837,8355,20.02%,6,8349,20.00%,49.8億,49.8億,-2177,19444304,21671,23847,74.98%,73,214593,170,97,0.83%,-1185,138027,690,1875,0.53%,-3289,19796924,22531,25819,76.34%,-1.62%,2.91%,4.53%
2021/3/11,596,612,595,609,55463,60985,68261,-1.18,4.99,-6.17,38328,165,2008,1801,42,0.59%,5,-278,196,0,82,0.00%,388383,-8853,581,9434,11489,20.71%,0,11489,20.66%,69.2億,69.6億,-1238,19440629,28040,29278,74.97%,135,214728,215,80,0.83%,988,139015,1925,937,0.54%,-115,19794372,30180,30295,76.33%,0.92%,5.01%,4.10%
2021/3/12,615,618,609,614,33877,50645,67121,-0.78,3.84,-4.62,36749,-1579,1219,2733,65,0.57%,0,-5,0,0,5,0.00%,369986,-18397,3472,21869,6114,18.05%,0,6114,18.05%,37.5億,37.5億,2518,19441852,15847,13330,74.97%,93,214821,135,42,0.83%,-534,138481,333,867,0.53%,2077,19795154,16315,14239,76.33%,-5.45%,4.39%,9.84%
2021/3/15,614,614,609,611,29768,47063,56304,-0.66,2.94,-3.6,37039,290,895,595,10,0.57%,0,0,0,0,0,0.00%,306138,-63848,3177,67025,3021,10.15%,0,3021,10.15%,18.5億,18.5億,-2302,19441339,17549,19851,74.97%,-62,214759,108,170,0.83%,-804,137677,144,948,0.53%,-3168,19793775,17801,20969,76.33%,1.12%,3.35%,2.22%
2021/3/16,610,613,607,613,37781,39725,54303,-0.54,2.24,-2.78,37228,189,1702,1344,169,0.57%,0,0,0,0,0,0.00%,244580,-61558,6276,67834,3666,9.70%,0,3666,9.70%,22.4億,22.4億,-5163,19436635,18850,24013,74.95%,35,214794,157,122,0.83%,28,137705,482,454,0.53%,-5100,19789134,19489,24589,76.31%,1.05%,4.99%,3.94%
2021/3/17,612,612,602,604,43942,40166,52580,-0.91,1.61,-2.52,38247,1019,1869,733,117,0.59%,49,49,0,49,0,0.00%,183425,-61155,1108,62263,3310,7.53%,191,3119,7.10%,18.9億,18.9億,-19384,19419435,14801,34185,74.89%,15,214809,59,44,0.83%,-395,137309,1333,1728,0.53%,-19764,19771553,16193,35958,76.25%,2.68%,4.60%,1.92%
2021/3/18,606,609,602,602,30224,35118,48052,-1.33,1.02,-2.36,38122,-125,1021,1126,20,0.59%,88,39,7,46,0,0.00%,184536,1111,6873,5762,4928,16.30%,87,4841,16.03%,29.3億,29.3億,-4449,19415158,15228,19677,74.87%,-9,214800,76,85,0.83%,829,138139,1212,383,0.53%,-3629,19768097,16516,20145,76.23%,-0.57%,4.06%,4.63%
2021/3/19,594,598,591,591,74961,43335,46990,-2.53,0.31,-2.84,38175,53,1902,1818,31,0.59%,96,8,31,39,0,0.00%,342693,158157,160770,2613,15779,21.05%,2,15777,21.05%,93.4億,93.5億,-22516,19392643,35138,57653,74.78%,-1172,213628,406,1578,0.82%,-596,137543,1041,1637,0.53%,-24284,19743814,36585,60868,76.13%,0.13%,3.27%,3.14%
2021/3/22,588,598,586,593,35931,44568,45815,-3.46,-0.44,-3.01,38919,744,1645,845,56,0.60%,88,-8,39,31,0,0.00%,361969,19276,26850,7574,8381,23.33%,10,8371,23.29%,49.4億,49.5億,-8763,19383423,14110,22873,74.75%,100,213728,137,37,0.82%,518,138060,1175,657,0.53%,-8145,19735211,15422,23567,76.11%,2.93%,6.11%,3.18%
2021/3/23,597,603,593,594,31933,43398,41562,-3.86,-1.13,-2.74,38502,-417,912,1318,11,0.59%,104,16,5,21,0,0.00%,361044,-925,6166,7091,7008,21.95%,3,7005,21.95%,41.8億,41.9億,-2349,19381275,18318,20667,74.74%,89,213817,96,7,0.82%,-539,137522,777,1316,0.53%,-2799,19732614,19191,21990,76.09%,-1.69%,3.68%,5.37%
2021/3/24,571,582,571,576,115318,57673,48920,-5.71,-2.04,-3.67,41225,2723,3950,1202,25,0.64%,152,48,38,86,0,0.00%,360300,-744,8908,9652,26410,22.90%,16,26394,22.88%,152億,153億,-60746,19321180,19305,80050,74.51%,41,213858,488,447,0.82%,-833,136688,2036,2869,0.53%,-61538,19671726,21829,83367,75.86%,3.04%,4.49%,1.45%
2021/3/25,572,581,570,575,74226,66474,50796,-7.18,-3.07,-4.11,42938,1713,2758,965,80,0.66%,183,31,37,69,1,0.00%,359609,-691,10114,10805,19274,25.97%,22,19252,25.93%,110億,111億,-20272,19300150,23660,43932,74.43%,199,214057,382,183,0.83%,68,136756,1715,1647,0.53%,-20005,19650963,25757,45762,75.78%,3.20%,5.09%,1.88%
2021/3/26,582,592,580,590,37937,59069,51202,-7.23,-3.9,-3.33,42256,-682,1852,2435,99,0.65%,376,193,62,262,7,0.01%,357719,-1890,15156,17046,6867,18.10%,5,6862,18.07%,40.2億,40.3億,6860,19306979,18041,11181,74.45%,-123,213934,129,252,0.83%,72,136828,1002,930,0.53%,6809,19657741,19172,12363,75.80%,-2.52%,6.16%,8.68%
2021/3/29,599,602,596,599,40574,59998,52283,-6.3,-4.38,-1.92,40761,-1495,1191,2661,25,0.63%,404,28,54,82,0,0.01%,357487,-232,9968,10200,5971,14.72%,9,5962,14.69%,35.7億,35.7億,8166,19316128,24390,16224,74.49%,-427,213507,96,523,0.82%,-1302,135526,280,1582,0.52%,6437,19665161,24766,18329,75.84%,-4.33%,3.60%,7.93%
2021/3/30,600,600,592,597,34686,60548,51973,-5.71,-4.65,-1.06,41375,614,1600,935,51,0.64%,292,-112,133,21,0,0.00%,358676,1189,2759,1570,5186,14.95%,1,5185,14.96%,30.9億,30.9億,-1041,19315765,17181,18222,74.49%,596,214103,728,132,0.83%,651,136177,1360,709,0.53%,206,19666045,19268,19063,75.84%,2.63%,5.87%,3.24%
2021/3/31,596,597,587,587,44455,46376,52025,-5.74,-4.87,-0.87,41467,92,1775,1611,72,0.64%,1,-291,285,0,6,0.00%,350078,-8598,863,9461,3746,8.43%,0,3746,8.44%,22.2億,22.1億,-10094,19304924,21349,31443,74.44%,-285,216916,73,358,0.84%,421,136598,1064,643,0.53%,-9958,19658438,22486,32444,75.80%,1.10%,5.06%,3.96%
2021/4/1,598,602,594,602,45973,40725,53599,-4.86,-4.86,0.01,39942,-1525,1344,2824,45,0.62%,0,-1,0,0,1,0.00%,351468,1390,2692,1302,3356,7.30%,0,3356,7.30%,20.1億,20.1億,22569,19327276,33838,11270,74.53%,410,217326,502,92,0.84%,-270,136329,948,1218,0.53%,22709,19680931,35289,12579,75.89%,-3.47%,3.15%,6.63%
2021/4/6,615,616,608,610,37664,40670,49870,-3.23,-4.54,1.3,38873,-1069,1579,2556,92,0.60%,0,0,0,0,0,0.00%,349963,-1505,3518,5023,3577,9.50%,0,3577,9.49%,21.9億,21.8億,12582,19340854,23417,10835,74.58%,-433,216894,68,501,0.84%,1126,137455,1377,251,0.53%,13275,19695203,24862,11586,75.95%,-2.87%,4.63%,7.50%
2021/4/7,614,614,608,610,28141,38184,49091,-1.96,-4.02,2.06,38824,-49,803,809,43,0.60%,0,0,0,0,0,0.00%,353920,3957,5922,1965,1037,3.69%,0,1037,3.68%,6.33億,6.32億,3425,19345912,18024,14599,74.60%,-270,216624,22,292,0.84%,285,137740,819,534,0.53%,3440,19700276,18866,15425,75.97%,-0.02%,2.96%,2.98%
2021/4/8,606,613,603,613,26658,36578,48563,-0.95,-3.41,2.46,39030,206,1219,968,45,0.60%,43,43,0,43,0,0.00%,357173,3253,3986,733,2594,9.73%,8,2586,9.70%,15.7億,15.8億,3294,19349206,14372,11078,74.61%,-848,215776,12,860,0.83%,851,138592,1381,530,0.53%,3297,19703574,15765,12468,75.98%,0.86%,5.07%,4.20%
2021/4/9,618,618,609,610,31602,34008,40192,-0.04,-2.73,2.69,38651,-379,1053,1422,10,0.60%,64,21,4,25,0,0.00%,353688,-3485,598,4083,2598,8.22%,36,2562,8.11%,15.7億,15.7億,6599,19355805,19844,13245,74.64%,-901,214875,100,1001,0.83%,362,138954,1150,788,0.54%,6060,19709634,21094,15034,76.00%,-1.34%,3.64%,4.99%
2021/4/12,612,613,603,605,23320,29477,35101,0.25,-2.14,2.39,39237,586,1367,740,41,0.61%,73,9,14,23,0,0.00%,352864,-824,2820,3644,3158,13.54%,2,3156,13.54%,19.2億,19.2億,-4559,19351245,8329,12888,74.62%,-109,214765,197,306,0.83%,-274,138680,418,692,0.53%,-4942,19704690,8943,13886,75.98%,3.07%,6.85%,3.78%
2021/4/13,604,613,604,605,27387,27422,34046,0.5,-1.61,2.11,39619,382,1543,1116,45,0.61%,109,36,14,50,0,0.00%,354590,1726,2196,470,4608,16.83%,1,4607,16.82%,28.0億,28.0億,1569,19351017,13453,11884,74.62%,-1611,213154,11,1622,0.82%,541,139221,893,352,0.54%,499,19703392,14356,13858,75.98%,1.72%,6.84%,5.12%
2021/4/14,608,612,600,612,31145,28022,33103,0.86,-1.12,1.98,39347,-272,1582,1847,7,0.61%,160,51,18,69,0,0.00%,362726,8136,8136,0,6577,21.12%,7,6570,21.09%,39.7億,39.9億,-1163,19350421,12789,13952,74.62%,164,213318,243,79,0.82%,697,139919,1769,1072,0.54%,-302,19703658,14801,15103,75.98%,-1.29%,6.51%,7.80%
2021/4/15,612,619,607,619,36394,29970,33274,1.7,-0.55,2.25,39658,311,2050,1724,15,0.61%,187,27,68,95,0,0.00%,360484,-2242,674,2916,5701,15.66%,7,5694,15.61%,34.8億,34.9億,7488,19357988,21333,13845,74.65%,-75,213243,22,97,0.82%,1382,141301,2346,964,0.54%,8795,19712532,23701,14906,76.02%,0.97%,6.90%,5.93%
2021/4/16,610,611,603,610,49952,33640,33824,1.74,-0.09,1.83,39167,-491,2245,2715,21,0.60%,110,-77,87,12,2,0.00%,361508,1024,2073,1049,9133,18.28%,8,9125,18.28%,55.4億,55.5億,-8844,19349830,13363,22207,74.62%,-1673,211570,5,1678,0.82%,-2439,138862,1505,3945,0.54%,-12956,19700262,14873,27830,75.97%,-0.97%,5.71%,6.68%
2021/4/19,605,607,601,603,25235,34023,31750,1.35,0.19,1.15,39267,100,1108,944,64,0.61%,103,-7,15,8,0,0.00%,355230,-6278,225,6503,4945,19.60%,2,4943,19.59%,29.8億,29.8億,-683,19348899,9684,10367,74.61%,-990,210579,281,1271,0.81%,-1132,137729,428,1560,0.53%,-2805,19697207,10392,13198,75.95%,0.84%,5.53%,4.69%
2021/4/20,598,602,595,602,36655,35876,31649,0.77,0.31,0.46,39622,355,1297,873,69,0.61%,129,26,14,40,0,0.00%,357088,1858,2004,146,3467,9.46%,14,3453,9.42%,20.7億,20.7億,-2678,19346222,17343,20021,74.60%,-769,209810,117,886,0.81%,-277,137452,509,786,0.53%,-3724,19693484,17969,21693,75.94%,1.20%,3.95%,2.75%
2021/4/21,599,599,592,592,41894,38026,33024,-0.21,0.2,-0.42,39857,235,1247,988,24,0.61%,94,-35,53,18,0,0.00%,358534,1446,3635,2189,4160,9.93%,1,4159,9.93%,24.8億,24.7億,-15036,19331185,10919,25956,74.55%,-481,209329,281,762,0.81%,-2469,134983,579,3048,0.52%,-17986,19675497,11779,29766,75.88%,0.78%,3.45%,2.67%
2021/4/22,596,598,591,591,38095,38366,34168,-1.06,-0.05,-1.01,39154,-703,765,1356,110,0.60%,126,32,5,32,0,0.00%,361972,3438,5885,2447,5207,13.67%,1,5206,13.67%,30.9億,30.9億,1635,19332820,20716,19081,74.55%,-554,208775,54,608,0.81%,-458,134525,565,1023,0.52%,623,19676120,21335,20712,75.87%,-1.88%,2.34%,4.22%
2021/4/23,592,602,590,602,29005,34177,33908,-1.21,-0.28,-0.93,38423,-731,665,1387,9,0.59%,142,16,15,31,0,0.00%,365017,3045,4277,1232,3736,12.88%,2,3734,12.85%,22.2億,22.3億,9179,19342000,18894,9715,74.59%,-157,208618,168,325,0.80%,-280,134245,324,604,0.52%,8742,19684863,19387,10645,75.91%,-2.92%,2.69%,5.61%
2021/4/26,605,610,603,610,32427,35615,34819,-0.58,-0.34,-0.24,37904,-519,1078,1556,41,0.58%,125,-17,29,12,0,0.00%,364744,-273,786,1059,3177,9.80%,9,3168,9.76%,19.2億,19.2億,11651,19353651,21631,9980,74.63%,-983,207635,57,1040,0.80%,-183,134062,302,485,0.52%,10485,19695348,21990,11505,75.95%,-1.58%,3.78%,5.36%
2021/4/27,608,611,605,610,26761,33636,34756,-0.02,-0.28,0.26,37403,-501,561,1028,34,0.58%,124,-1,8,7,0,0.00%,360270,-4474,0,4474,4228,15.80%,1,4227,15.80%,25.7億,25.7億,8124,19361770,17314,9190,74.66%,-890,206745,3,893,0.80%,-1139,132923,75,1214,0.51%,6095,19701438,17392,11297,75.97%,-2.07%,2.53%,4.59%
2021/4/28,606,608,601,602,24601,30178,34102,-0.04,-0.23,0.19,37774,371,979,597,11,0.58%,113,-11,14,3,0,0.00%,360539,269,9185,8916,3285,13.35%,0,3285,13.36%,19.8億,19.8億,-2844,19358925,11148,13991,74.65%,-312,206433,48,360,0.80%,158,133081,519,361,0.51%,-2998,19698439,11714,14712,75.96%,1.84%,4.66%,2.81%
2021/4/29,609,609,600,600,35756,29710,34038,-0.13,-0.21,0.08,37628,-146,778,872,52,0.58%,107,-6,8,2,0,0.00%,367497,6958,7748,790,5126,14.34%,2,5124,14.36%,31.0億,31.0億,3646,19362571,24944,21298,74.67%,-192,206242,62,254,0.80%,73,133154,467,394,0.51%,3527,19701967,25473,21946,75.98%,-0.29%,2.57%,2.85%
2021/5/3,595,597,588,588,46801,33269,33723,-1.16,-0.4,-0.76,37893,265,1511,1222,24,0.58%,83,-24,37,13,0,0.00%,372967,5470,6379,909,5557,11.87%,11,5546,11.85%,32.8億,32.8億,-14560,19348012,15842,30402,74.61%,-687,205555,133,820,0.79%,-836,132317,465,1301,0.51%,-16083,19685884,16441,32523,75.91%,0.76%,3.75%,2.99%
2021/5/4,588,594,582,591,45507,35885,35750,-2.01,-0.72,-1.29,37824,-69,1193,1223,39,0.58%,91,8,22,30,0,0.00%,372810,-157,6124,6281,9753,21.43%,13,9740,21.44%,57.4億,57.4億,1158,19348439,25756,24598,74.61%,-168,205387,193,361,0.79%,858,133176,1749,890,0.51%,1848,19687002,27697,25850,75.92%,-0.11%,3.40%,3.50%
2021/5/5,594,594,585,585,31787,36890,35263,-2.84,-1.14,-1.69,37612,-212,518,637,93,0.58%,83,-8,20,12,0,0.00%,376777,3967,6891,2924,3920,12.33%,1,3919,12.38%,23.0億,23.0億,-3396,19344547,17133,20528,74.60%,124,205511,221,97,0.79%,-1622,131554,284,1906,0.51%,-4894,19681612,17637,22532,75.90%,-0.40%,1.93%,2.33%
2021/5/6,590,590,580,587,33165,38603,34391,-3.55,-1.63,-1.92,37230,-382,484,844,22,0.57%,76,-7,18,11,0,0.00%,379820,3043,4812,1769,5489,16.55%,2,5487,16.55%,32.1億,32.1億,-3198,19341254,18676,21874,74.58%,332,205842,342,10,0.79%,-352,131202,439,791,0.51%,-3218,19678298,19456,22674,75.88%,-1.28%,1.81%,3.09%
2021/5/7,594,600,589,599,28720,37196,33453,-3.21,-1.94,-1.27,36910,-320,1059,1280,99,0.57%,84,8,15,23,0,0.00%,375002,-4818,250,5068,3573,12.44%,14,3559,12.37%,21.2億,21.2億,11494,19352719,18637,7143,74.63%,192,206035,213,21,0.79%,826,132028,973,148,0.51%,12512,19690782,19824,7312,75.93%,-0.91%,4.27%,5.18%
2021/5/10,596,597,588,589,21366,32109,32689,-3.39,-2.23,-1.16,36629,-281,713,988,6,0.57%,82,-2,17,15,0,0.00%,371701,-3301,3523,6824,3682,17.23%,1,3681,17.25%,21.8億,21.8億,-718,19352049,9797,10515,74.63%,197,206232,235,38,0.80%,-428,131599,183,612,0.51%,-949,19689880,10215,11165,75.93%,-1.54%,4.13%,5.67%
2021/5/11,579,580,570,571,66036,36215,36050,-4.9,-2.77,-2.14,37019,390,2119,1724,6,0.57%,71,-11,29,21,0,0.00%,378398,6697,8447,1750,8430,12.77%,9,8421,12.76%,48.3億,48.4億,-22883,19327628,17062,39945,74.53%,1165,207397,1247,82,0.80%,-2323,129276,879,3202,0.50%,-24041,19664301,19188,43230,75.83%,0.70%,3.73%,3.03%
2021/5/12,567,571,518,560,138329,57523,47207,-7.69,-3.75,-3.94,36349,-670,2899,3506,63,0.56%,157,86,31,122,5,0.00%,386459,8061,9836,1775,51230,37.03%,134,51096,36.84%,280億,282億,-7777,19319970,52263,60039,74.50%,1809,209206,1973,164,0.81%,678,129954,4418,3740,0.50%,-5290,19659130,58654,63943,75.81%,-0.80%,3.36%,4.17%
2021/5/13,547,563,541,547,71519,65194,51899,-10.01,-5,-5,36439,90,1517,1363,64,0.56%,218,61,52,113,0,0.00%,381828,-4631,3271,7902,25391,35.50%,61,25330,35.44%,140億,140億,-11561,19308247,26385,37946,74.46%,372,209578,463,91,0.81%,-886,129068,2698,3585,0.50%,-12075,19646893,29545,41621,75.77%,0.20%,3.40%,3.20%
2021/5/14,556,562,552,557,38625,67175,52186,-11.11,-6.22,-4.88,35061,-1378,659,1974,63,0.54%,304,86,17,103,0,0.00%,376776,-5052,6229,11281,11722,30.35%,19,11703,30.32%,65.1億,65.1億,2437,19307604,18469,16033,74.45%,792,210370,800,8,0.81%,-568,128500,1417,1985,0.50%,2661,19646474,20687,18025,75.76%,-5.21%,2.51%,7.72%
2021/5/17,544,558,541,549,58447,74591,53350,-12.46,-7.47,-4.99,34298,-763,1045,1761,47,0.53%,370,66,49,115,0,0.01%,378047,1271,5036,3765,15861,27.14%,18,15843,27.08%,86.7億,87.0億,7405,19315266,28393,20987,74.48%,601,210971,621,20,0.81%,1159,129659,2067,908,0.50%,9165,19655896,31081,21915,75.79%,-1.84%,2.57%,4.41%
2021/5/18,563,573,555,572,44584,70301,53258,-11.89,-8.35,-3.53,33568,-730,1113,1818,25,0.52%,419,49,48,98,1,0.01%,380544,2497,2688,191,14039,31.49%,8,14031,31.43%,79.1億,79.4億,8961,19323203,23003,14041,74.51%,246,211217,256,10,0.81%,1051,130710,1758,707,0.50%,10258,19665130,25017,14759,75.83%,-2.47%,3.80%,6.27%
2021/5/19,571,572,565,567,29610,48557,53040,-11.32,-8.95,-2.37,33106,-462,575,1011,26,0.51%,435,16,42,69,11,0.01%,379585,-959,2131,3090,5937,20.05%,8,5929,20.02%,33.7億,33.7億,-5856,19328566,12154,18009,74.54%,17,211234,28,11,0.81%,-724,129985,814,1538,0.50%,-6563,19669785,12996,19559,75.86%,-1.96%,2.61%,4.56%
2021/5/20,567,571,560,567,36606,41574,53384,-10.87,-9.33,-1.53,32783,-323,454,582,195,0.51%,432,-3,33,33,3,0.01%,381808,2223,3520,1297,6879,18.79%,7,6872,18.76%,38.8億,38.8億,-2119,19323695,23199,25317,74.52%,140,211375,149,9,0.82%,-1174,128811,504,1678,0.50%,-3153,19663881,23852,27005,75.83%,-0.43%,1.64%,2.07%
2021/5/21,572,577,568,573,28010,39451,53313,-9.87,-9.44,-0.43,32363,-420,462,842,40,0.50%,440,8,22,34,4,0.01%,386912,5104,6136,1032,7280,25.99%,3,7277,25.98%,41.6億,41.6億,3675,19327143,18999,15324,74.53%,81,211456,87,6,0.82%,131,128942,492,361,0.50%,3887,19667541,19578,15691,75.84%,-1.89%,2.33%,4.23%
2021/5/24,570,572,566,568,15981,30958,52775,-9.31,-9.41,0.1,32467,104,477,352,21,0.50%,421,-19,20,3,2,0.01%,383633,-3279,3337,6616,3559,22.27%,2,3557,22.25%,20.2億,20.2億,576,19327719,9517,8941,74.53%,-133,211323,13,146,0.81%,-790,128152,263,1054,0.49%,-347,19667194,9794,10141,75.84%,1.14%,4.00%,2.86%
2021/5/25,576,584,573,583,35445,29130,49716,-7.79,-9.09,1.3,31845,-622,1046,1647,21,0.49%,509,88,55,144,1,0.01%,378414,-5219,2600,7819,6055,17.08%,15,6040,17.04%,34.9億,35.0億,12871,19340021,24804,11933,74.58%,1251,212574,1319,68,0.82%,-13,128139,272,285,0.49%,14109,19680734,26395,12286,75.89%,-2.35%,3.75%,6.09%
2021/5/26,587,588,581,585,19555,27119,37838,-6.2,-8.51,2.31,31098,-747,380,1090,37,0.48%,529,20,21,41,0,0.01%,373792,-4622,1578,6200,3187,16.30%,1,3186,16.30%,18.6億,18.6億,3400,19345164,12365,8964,74.60%,1163,213737,1172,9,0.82%,290,128429,734,444,0.50%,4853,19687330,14271,9417,75.92%,-4.46%,2.45%,6.91%
2021/5/27,580,582,573,582,70061,33810,37692,-5.27,-7.86,2.59,31434,336,732,388,8,0.48%,425,-104,157,56,3,0.01%,371833,-1959,2007,3966,13867,19.79%,9,13858,19.74%,80.3億,80.2億,-8048,19337116,53537,61585,74.57%,1074,214811,1095,21,0.83%,-572,127857,248,820,0.49%,-7546,19679784,54880,62426,75.89%,0.79%,1.58%,0.79%
2021/5/28,587,592,582,590,30721,34353,36902,-3.79,-7.05,3.26,31552,118,1334,1205,11,0.49%,427,2,55,57,0,0.01%,373730,1897,2307,410,4525,14.73%,35,4490,14.59%,26.3億,26.4億,9167,19346169,20201,11034,74.60%,509,215320,547,38,0.83%,791,128648,885,94,0.50%,10467,19690137,21633,11166,75.93%,0.48%,5.30%,4.82%
2021/5/31,595,597,590,597,31557,37468,34213,-2.05,-6.05,4,30585,-967,461,1404,24,0.47%,384,-43,62,37,18,0.01%,370844,-2886,1653,4539,5586,17.70%,0,5586,17.70%,33.2億,33.2億,11185,19357353,23820,12634,74.65%,-14,215306,201,215,0.83%,-187,128461,746,933,0.50%,10984,19701120,24766,13782,75.98%,-3.53%,2.01%,5.55%
2021/6/1,598,599,595,598,18405,34060,31595,-0.48,-4.94,4.45,30208,-377,378,739,16,0.47%,377,-7,10,3,0,0.01%,366209,-4635,3444,8079,3179,17.27%,2,3177,17.27%,19.0億,19.0億,4246,19360591,11161,6915,74.66%,156,215462,423,267,0.83%,-113,128348,77,190,0.49%,4289,19704401,11661,7372,75.99%,-2.32%,2.55%,4.87%
2021/6/2,600,600,593,595,22417,34632,30876,0.61,-3.83,4.44,30242,34,415,376,5,0.47%,365,-12,10,6,8,0.01%,366242,33,2387,2354,2983,13.31%,0,2983,13.31%,17.8億,17.8億,-456,19360136,12972,13428,74.66%,235,215698,259,24,0.83%,1460,129808,2231,771,0.50%,1239,19705642,15462,14223,75.99%,0.22%,2.19%,1.97%
2021/6/3,600,600,596,596,31704,26961,30386,1.56,-2.75,4.31,30643,401,750,331,18,0.47%,325,-40,16,7,31,0.01%,366583,341,2263,1922,3047,9.61%,2,3045,9.62%,18.2億,18.2億,-2219,19357917,19495,21714,74.65%,998,216695,1009,11,0.84%,667,130475,705,38,0.50%,-554,19705087,21209,21764,75.99%,1.49%,2.67%,1.18%
