時間,開盤價,最高價,最低價,收盤價,成交量,MA5,MA10,DIF12-26,MACD9,OSC,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,融券(張),差額(張),買進(張),賣出(張),券償(張),使用率,借券餘額(張),差額(張),借券(張),還券(張),當沖張數,當沖率,資券互抵(張),現股當沖(張),當沖比率,買進,賣出,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超,投信持股,買進,賣出,投信持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,買賣超(張),法人持股(張),買進(張),賣出(張),法人持股比例,買賣差值,買進,賣出
2000/1/4,178,178,175,178,35125,36879,27857,5.07,2.36,2.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,624,1.78%,624,0,0.00%,0,0,0,3255112,0,0,42.43%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3362181,0,0,43.83%,N/A,N/A,N/A
2000/1/5,178,182,176,182,70450,46266,33576,6.35,3.16,3.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7041,9.99%,7041,0,0.00%,0,0,0,3258403,0,0,42.48%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3365472,0,0,43.88%,N/A,N/A,N/A
2000/1/6,181,182,178,178,34579,45459,34922,7.16,3.96,3.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3256217,0,0,42.45%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3363286,0,0,43.85%,N/A,N/A,N/A
2000/1/7,172,175,170,173,41183,44578,38156,7.22,4.61,2.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3250857,0,0,42.38%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3357926,0,0,43.78%,N/A,N/A,N/A
2000/1/10,178,180,175,179,48343,45936,40848,7.62,5.21,2.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3081,6.37%,3081,0,0.00%,0,0,0,3259567,0,0,42.49%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3366636,0,0,43.89%,N/A,N/A,N/A
2000/1/11,181,183,175,176,48622,48635,42757,7.79,5.73,2.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,723,1.49%,723,0,0.00%,0,0,0,3278795,0,0,42.74%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3385864,0,0,44.14%,N/A,N/A,N/A
2000/1/12,177,181,176,181,37853,42116,44191,8.02,6.19,1.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2021,5.34%,2021,0,0.00%,0,0,0,3288776,0,0,42.87%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3395845,0,0,44.27%,N/A,N/A,N/A
2000/1/13,181,181,178,178,25818,40364,42912,8.02,6.55,1.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,0.03%,7,0,0.00%,0,0,0,3295619,0,0,42.96%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3402688,0,0,44.36%,N/A,N/A,N/A
2000/1/14,180,185,179,182,50469,42221,43400,8.19,6.88,1.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4439,8.80%,4439,0,0.00%,0,0,0,3303376,0,0,43.06%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3410445,0,0,44.46%,N/A,N/A,N/A
2000/1/15,188,189,186,188,47479,42048,43992,8.69,7.24,1.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2196,4.63%,2196,0,0.00%,0,0,0,3309145,0,0,43.14%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3416214,0,0,44.54%,N/A,N/A,N/A
2000/1/17,190,190,187,187,27177,37759,43197,8.98,7.59,1.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,233,0.86%,233,0,0.00%,0,0,0,3315006,0,0,43.22%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3422075,0,0,44.62%,N/A,N/A,N/A
2000/1/18,187,187,183,184,23044,34797,38457,8.85,7.84,1.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3318322,0,0,43.26%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3425391,0,0,44.66%,N/A,N/A,N/A
2000/1/19,184,187,183,184,23605,34355,37359,8.64,8,0.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,503,2.13%,503,0,0.00%,0,0,0,3325915,0,0,43.36%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3432984,0,0,44.76%,N/A,N/A,N/A
2000/1/20,184,184,181,182,22013,28664,35442,8.2,8.04,0.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,661,3.00%,661,0,0.00%,0,0,0,3329380,0,0,43.40%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3436449,0,0,44.80%,N/A,N/A,N/A
2000/1/21,182,186,182,186,19850,23138,32593,7.99,8.03,-0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,447,2.25%,447,0,0.00%,0,0,0,3337449,0,0,43.51%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3444518,0,0,44.91%,N/A,N/A,N/A
2000/1/24,188,191,187,188,30653,23833,30796,8,8.02,-0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,993,3.24%,993,0,0.00%,0,0,0,3346550,0,0,43.63%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3453619,0,0,45.03%,N/A,N/A,N/A
2000/1/25,193,193,190,193,39156,27055,30926,8.22,8.06,0.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2212,5.65%,2212,0,0.00%,0,0,0,3360318,0,0,43.81%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3467387,0,0,45.21%,N/A,N/A,N/A
2000/1/26,199,206,199,206,62645,34863,34609,9.26,8.3,0.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5009,8.00%,5009,0,0.00%,0,0,0,3374248,0,0,43.99%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3481317,0,0,45.39%,N/A,N/A,N/A
2000/1/27,208,211,204,208,50400,40541,34602,10.25,8.69,1.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1609,3.19%,1609,0,0.00%,0,0,0,3376422,0,0,44.02%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3483491,0,0,45.42%,N/A,N/A,N/A
2000/1/28,201,204,201,204,34642,43499,33319,10.55,9.06,1.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3376354,0,0,44.02%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3483423,0,0,45.42%,N/A,N/A,N/A
2000/1/29,198,200,198,200,25714,42511,33172,10.36,9.32,1.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3370425,0,0,43.94%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3477494,0,0,45.34%,N/A,N/A,N/A
2000/1/31,198,204,197,203,29418,40564,33810,10.27,9.51,0.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,742,2.52%,742,0,0.00%,0,0,0,3369865,0,0,43.93%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3468560,0,0,45.22%,N/A,N/A,N/A
2000/2/1,205,205,201,202,26796,33394,34129,10.15,9.64,0.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,192,0.72%,192,0,0.00%,0,0,0,3370966,0,0,43.94%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3469661,0,0,45.23%,N/A,N/A,N/A
2000/2/9,214,214,207,211,44213,32157,36349,10.6,9.83,0.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1138,2.57%,1138,0,0.00%,0,0,0,3389444,0,0,44.19%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3488139,0,0,45.48%,N/A,N/A,N/A
2000/2/10,209,215,207,214,31078,31444,37472,10.96,10.06,0.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,807,2.60%,807,0,0.00%,0,0,0,3401140,0,0,44.34%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3499835,0,0,45.63%,N/A,N/A,N/A
2000/2/11,217,222,215,219,37640,33829,38170,11.63,10.37,1.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1412,3.75%,1412,0,0.00%,0,0,0,3417028,0,0,44.55%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3515723,0,0,45.84%,N/A,N/A,N/A
2000/2/14,218,218,214,214,24559,32857,36711,11.71,10.64,1.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3420485,0,0,44.59%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3519180,0,0,45.88%,N/A,N/A,N/A
2000/2/15,214,217,212,215,18398,31178,32286,11.63,10.84,0.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,660,3.59%,660,0,0.00%,0,0,0,3424727,0,0,44.65%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3523422,0,0,45.94%,N/A,N/A,N/A
2000/2/16,215,216,213,213,13890,25113,28635,11.35,10.94,0.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,0.04%,6,0,0.00%,0,0,0,3424763,0,0,44.65%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3523458,0,0,45.94%,N/A,N/A,N/A
2000/2/17,211,213,210,211,20375,22972,27208,10.8,10.91,-0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,0.20%,41,0,0.00%,0,0,0,3427576,0,0,44.68%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3526271,0,0,45.97%,N/A,N/A,N/A
2000/2/18,212,214,207,208,21321,19709,26769,10.09,10.75,-0.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,115,0.54%,115,0,0.00%,0,0,0,3430692,0,0,44.72%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3529387,0,0,46.01%,N/A,N/A,N/A
2000/2/19,205,207,205,205,15672,17931,25394,9.12,10.42,-1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3430500,0,0,44.72%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3529195,0,0,46.01%,N/A,N/A,N/A
2000/2/21,203,203,195,195,26940,19640,25409,7.57,9.85,-2.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3432742,0,0,44.75%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3531437,0,0,46.04%,N/A,N/A,N/A
2000/2/22,192,198,190,195,29433,22748,23931,6.08,9.1,-3.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2131,7.24%,2131,0,0.00%,0,0,0,3430681,0,0,44.72%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3529376,0,0,46.01%,N/A,N/A,N/A
2000/2/23,195,195,193,194,12935,21260,22116,4.8,8.24,-3.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47,0.36%,47,0,0.00%,0,0,0,3430656,0,0,44.72%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3529351,0,0,46.01%,N/A,N/A,N/A
2000/2/24,195,197,194,195,14594,19915,19812,3.84,7.36,-3.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,362,2.48%,362,0,0.00%,0,0,0,3431472,0,0,44.73%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3530167,0,0,46.02%,N/A,N/A,N/A
2000/2/25,195,200,195,199,29022,22585,20258,3.29,6.54,-3.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,793,2.73%,793,0,0.00%,0,0,0,3445764,0,0,44.92%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3544459,0,0,46.21%,N/A,N/A,N/A
2000/2/29,200,203,200,201,17286,20654,20147,3.05,5.85,-2.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,385,2.23%,385,0,0.00%,0,0,0,3448694,0,0,44.96%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3534121,0,0,46.07%,N/A,N/A,N/A
2000/3/1,205,206,204,206,15842,17936,20342,3.17,5.31,-2.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,241,1.52%,241,0,0.00%,0,0,0,3452936,0,0,45.01%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3538363,0,0,46.12%,N/A,N/A,N/A
2000/3/2,207,208,203,203,12034,17756,19508,3.13,4.88,-1.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,0.25%,30,0,0.00%,0,0,0,3456641,0,0,45.06%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3542068,0,0,46.17%,N/A,N/A,N/A
2000/3/3,202,204,202,203,10175,16872,18393,2.97,4.49,-1.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,0.08%,8,0,0.00%,0,0,0,3460996,0,0,45.12%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3546423,0,0,46.23%,N/A,N/A,N/A
2000/3/4,205,207,203,204,11936,13455,18020,2.92,4.18,-1.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,384,3.22%,384,0,0.00%,0,0,0,3465073,0,0,45.17%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3550500,0,0,46.28%,N/A,N/A,N/A
2000/3/6,204,205,199,200,12658,12529,16592,2.57,3.86,-1.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3466004,0,0,45.18%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3551431,0,0,46.29%,N/A,N/A,N/A
2000/3/7,198,201,197,199,14658,12292,15114,2.11,3.51,-1.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3467199,0,0,45.20%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3552626,0,0,46.31%,N/A,N/A,N/A
2000/3/8,198,199,196,198,11346,12155,14955,1.63,3.13,-1.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3467840,0,0,45.21%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3553267,0,0,46.32%,N/A,N/A,N/A
2000/3/9,198,200,198,200,12585,12637,14754,1.37,2.78,-1.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3469874,0,0,45.23%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3555301,0,0,46.34%,N/A,N/A,N/A
2000/3/10,201,202,194,195,17501,13750,13602,0.91,2.41,-1.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3469517,0,0,45.23%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3554944,0,0,46.34%,N/A,N/A,N/A
2000/3/13,190,190,182,182,40642,19346,15938,-0.46,1.83,-2.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3469937,0,0,45.24%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3555364,0,0,46.35%,N/A,N/A,N/A
2000/3/14,182,187,180,186,25465,21508,16900,-1.46,1.17,-2.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1166,4.58%,1166,0,0.00%,0,0,0,3469334,0,0,45.23%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3554761,0,0,46.34%,N/A,N/A,N/A
2000/3/15,185,188,182,183,26993,24637,18396,-2.29,0.48,-2.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160,0.59%,160,0,0.00%,0,0,0,3464960,0,0,45.17%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3550387,0,0,46.28%,N/A,N/A,N/A
2000/3/16,179,186,172,184,40862,30293,21465,-3.12,-0.24,-2.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2371,5.80%,2371,0,0.00%,0,0,0,3465166,0,0,45.17%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3550593,0,0,46.28%,N/A,N/A,N/A
2000/3/17,185,190,183,190,46865,36165,24958,-3.19,-0.83,-2.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,870,1.86%,870,0,0.00%,0,0,0,3476620,0,0,45.32%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3562047,0,0,46.43%,N/A,N/A,N/A
2000/3/20,184,184,184,184,3709,28779,24063,-3.55,-1.37,-2.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3478338,0,0,45.34%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3563765,0,0,46.45%,N/A,N/A,N/A
2000/3/21,178,196,178,195,78357,39357,30433,-3.23,-1.74,-1.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9561,12.20%,9561,0,0.00%,0,0,0,3464636,0,0,45.17%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3550063,0,0,46.28%,N/A,N/A,N/A
2000/3/22,192,198,189,192,43282,42615,33626,-2.8,-1.96,-0.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,686,1.58%,686,0,0.00%,0,0,0,3468508,0,0,45.22%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3553935,0,0,46.33%,N/A,N/A,N/A
2000/3/23,194,203,193,201,49042,44251,37272,-1.9,-1.95,0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4304,8.78%,4304,0,0.00%,0,0,0,3471580,0,0,45.26%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3557007,0,0,46.37%,N/A,N/A,N/A
2000/3/24,201,201,196,198,33182,41514,38840,-1.27,-1.81,0.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111,0.33%,111,0,0.00%,0,0,0,3484645,0,0,45.43%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3570072,0,0,46.54%,N/A,N/A,N/A
2000/3/27,200,211,200,211,45129,49798,39289,0.03,-1.44,1.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4643,10.29%,4643,0,0.00%,0,0,0,3485091,0,0,45.43%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3570518,0,0,46.54%,N/A,N/A,N/A
2000/3/28,212,214,207,209,31820,40491,39924,1.18,-0.92,2.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,341,1.07%,341,0,0.00%,0,0,0,3487838,0,0,45.47%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3573265,0,0,46.58%,N/A,N/A,N/A
2000/3/29,208,208,204,204,18499,35534,39075,1.68,-0.4,2.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3488383,0,0,45.48%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3573810,0,0,46.59%,N/A,N/A,N/A
2000/3/30,204,212,204,208,39878,33702,38976,2.29,0.14,2.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3935,9.87%,3935,0,0.00%,0,0,0,3495576,0,0,45.57%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3581003,0,0,46.68%,N/A,N/A,N/A
2000/3/31,207,210,205,205,22236,31512,36513,2.61,0.63,1.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,119,0.54%,119,0,0.00%,0,0,0,3495017,0,0,45.56%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3552033,0,0,46.30%,N/A,N/A,N/A
2000/4/1,206,210,205,210,17769,26040,37919,3.03,1.11,1.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,721,4.06%,721,0,0.00%,0,0,0,3494054,0,0,45.55%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3551070,0,0,46.29%,N/A,N/A,N/A
2000/4/5,201,210,201,208,31980,26072,33282,3.16,1.52,1.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0.00%,1,0,0.00%,0,0,0,3488217,0,0,45.47%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3545233,0,0,46.21%,N/A,N/A,N/A
2000/4/6,208,211,202,202,25486,27470,31502,3.03,1.82,1.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,142,0.56%,142,0,0.00%,0,0,0,3492560,0,0,45.53%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3549576,0,0,46.27%,N/A,N/A,N/A
2000/4/7,204,205,200,200,19460,23386,28544,2.65,1.99,0.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,155,0.80%,155,0,0.00%,0,0,0,3496214,0,0,45.58%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3553230,0,0,46.32%,N/A,N/A,N/A
2000/4/8,202,203,199,200,17426,22424,26968,2.26,2.04,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,418,2.40%,418,0,0.00%,0,0,0,3496674,0,0,45.58%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3553690,0,0,46.32%,N/A,N/A,N/A
2000/4/10,201,213,200,210,35636,25998,26019,2.55,2.14,0.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2787,7.82%,2787,0,0.00%,0,0,0,3496708,0,0,45.58%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3553724,0,0,46.32%,N/A,N/A,N/A
2000/4/11,208,208,205,205,20760,23754,24913,2.55,2.23,0.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.00%,0,0,0.00%,0,0,0,3498992,0,0,45.61%,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0.00%,0,3556008,0,0,46.35%,N/A,N/A,N/A
